int_rate,grade_E,grade_D,term_num,grade_F,grade_G,grade_C,dti,revol_util,home_ownership_RENT,fico_avg,annual_inc,purpose_debt_consolidation,home_ownership_OWN,loan_amnt
-0.9911425432531437,-0.28121106960685627,-0.41753593076807366,-0.5636737938138942,-0.15693798778372883,-0.07290944005445833,-0.6103471436756503,-0.9780014171072812,-1.4312567445177518,-0.8205964971031549,1.7136271056601287,226495.1487341875,-1.1998535577613294,3.0012869093320864,-0.7642068870731674
